full_text_comments,full_text_comments_preprocessed
@unmagnetism weh anjir,weh anjir
"@unmagnetism Ayo ngumpul sini,masuk in jebakan Betmen..",ayo ngumpul sinimasuk in jebakan betmen
@unmagnetism Sebut saja sawitanto,sebut saja sawitanto
@unmagnetism Minta tolong sama @realDonaldTrump un,minta tolong sama un
@unmagnetism kabarain keadaanmu terus ya un,kabarain keadaanmu terus ya un
@unmagnetism Di polsek terdekat un,di polsek terdekat un
@unmagnetism Sebut saja SUbianto 98',sebut saja subianto
@unmagnetism Bawa aja annies,bawa aja annies
@unmagnetism https://t.co/7mnOebNExL,
@unmagnetism https://t.co/nDpAx2EpZ6,
@unmagnetism Kang somay lewat,kang somay lewat
@unmagnetism Coba ke polsek terdekat Um...,coba ke polsek terdekat um
@unmagnetism TRUMP KAN UN MKSDNY 😘,trump kan un mksdny
@unmagnetism waduhhhh dikirim ayam bakar un,waduhhhh dikirim ayam bakar un
@unmagnetism M-MANGSUT?????,mmangsut
@unmagnetism Si bowo un,si bowo un
@unmagnetism https://t.co/B0oQWzlbmU,
@unmagnetism Spil,spil
"@unmagnetism Diem un, ntar lu ilang",diem un ntar lu ilang
@unmagnetism Bisa aje lu un,bisa aje lu un
@unmagnetism pffffff,pffffff
@unmagnetism Un dicari kang bakso,un dicari kang bakso
@unmagnetism DEMN,demn
@unmagnetism https://t.co/qQAxMHclYS,
@unmagnetism Offside!!! https://t.co/R7eWY0xfzs,offside
@unmagnetism Adalah pokoknya,adalah pokoknya
@unmagnetism 🤣🤣,
@unmagnetism deym pelan pelan un,deym pelan pelan un
@unmagnetism Eh...,eh
@unmagnetism ninuninuninu,ninuninuninu
@unmagnetism Mancing2 ya un.,mancing ya un
@unmagnetism un diem un,un diem un
@unmagnetism UDDDAAAAAHHHHH 😭🫸🏻🫸🏻🫸🏻,udddaaaaahhhhh
@unmagnetism Ngerii🤣,ngerii
@unmagnetism adalah pokoknya un,adalah pokoknya un
@unmagnetism Un...,un
@unmagnetism Donal bebek un,donal bebek un
@unmagnetism WKWKKWKWWKWKKW,wkwkkwkwwkwkkw
@unmagnetism Bgst,bgst
@unmagnetism 🤣🤣🤣,
@unmagnetism priiiittt offisideee,priiiittt offisideee
"@unmagnetism Hah, hu hah",hah hu hah
@unmagnetism Un... https://t.co/gLQ4xCIBlb,un
@unmagnetism Terlalu bahaya mas KUHP pidana terbaru sudah berlaku😹😇,terlalu bahaya mas kuhp pidana terbaru sudah berlaku
@unmagnetism menurut keyakinan siapa nichh,menurut keyakinan siapa nichh
@unmagnetism Eh gimana tadi🫸😭🫷,eh gimana tadi
@unmagnetism Main kan UN.,main kan un
@unmagnetism Siapa,siapa
@unmagnetism Hehe,hehe
@unmagnetism Masih aman un?,masih aman un
@unmagnetism Gelap,gelap
@unmagnetism asw😭,asw
@unmagnetism ehhhh🤭,ehhhh
@unmagnetism PRITTTT AWAS😶,pritttt awas
@unmagnetism un 👍semakin menyala,un semakin menyala
@unmagnetism Siapa tuhh? Kasih tau donk un,siapa tuhh kasih tau donk un
@unmagnetism Internetnya masih pakai amerika tapi anti AS . ini konyol sama saja.,internetnya masih pakai amerika tapi anti as ini konyol sama saja
@unmagnetism https://t.co/CYT8Luc7xx,
@unmagnetism Lu udh tau blum klau ada Ijazah Palsu?,lu udh tau blum klau ada ijazah palsu
@unmagnetism emang presiden yang menculik siapa aja un ?,emang presiden yang menculik siapa aja un
@unmagnetism Hayo siapa yang tau,hayo siapa yang tau
"@anvie Semua negara mestinyavharus ada rudal nuklir...justru itu bisa menjaga dunia aman. Karna tidak ada yang berani gertak ancam negara lain. Karna sama"" punya taring, dsn bisa sama jadi abu.",semua negara mestinyavharus ada rudal nuklirjustru itu bisa menjaga dunia aman karna tidak ada yang berani gertak ancam negara lain karna sama punya taring dsn bisa sama jadi abu
@anvie https://t.co/qXAGpFYpmR,
@anvie @grok buat dia botak,buat dia botak
"@anvie Kita menjajaki teknologi nuklir pada akhir 1950-an,  awalnya tak tertarik utk membuat senjata tp berubah sejak test bom atom Miss Qiu di Xinjiang 16 oktober ‘64. Brigjend Hartono menyatakan kemungkinan Indonesia punya bom atom sendiri. Rest of the story kita tahu apa yg terjadi.",kita menjajaki teknologi nuklir pada akhir an awalnya tak tertarik utk membuat senjata tp berubah sejak test bom atom miss qiu di xinjiang oktober brigjend hartono menyatakan kemungkinan indonesia punya bom atom sendiri rest of the story kita tahu apa yg terjadi
@anvie Yg blg org gila itu kemakan propaganda berita mamarika,yg blg org gila itu kemakan propaganda berita mamarika
"@anvie Punya senjata nuklir adalah garansi keamanan dan kedaulatan suatu negara, cuma itu. ☢️",punya senjata nuklir adalah garansi keamanan dan kedaulatan suatu negara cuma itu
"@anvie Sebenernya udah lama sih tapi dari waktu ke waktu cuma diingetin aja...
Walaupun rusia ama china ga bner2 bersih, kalo disuruh memihak (dan nanti bakal tiba juga waktunya memihak kalau terjadi perang, ini pasti), ya mending mihak sosialis.. toh perang jg butuh biaya dan resource",sebenernya udah lama sih tapi dari waktu ke waktu cuma diingetin aja walaupun rusia ama china ga bner bersih kalo disuruh memihak dan nanti bakal tiba juga waktunya memihak kalau terjadi perang ini pasti ya mending mihak sosialis toh perang jg butuh biaya dan resource
@anvie Negara mewah tampa sumber nuklir hanya tinggal menunggu waktu untk dijajah? Untuk negara kita miskin..,negara mewah tampa sumber nuklir hanya tinggal menunggu waktu untk dijajah untuk negara kita miskin
"@anvie Ameriki pernah bengong ketika japun menggunakan pasukan bunuh dirinya ketika sdh terdesak, dimana itu tidak umum utk Barat dan sekutunya.",ameriki pernah bengong ketika japun menggunakan pasukan bunuh dirinya ketika sdh terdesak dimana itu tidak umum utk barat dan sekutunya
"@anvie To: yth bpk trump , tolong jajah konoha dong, wni udah males dijajah goverment ...😭",to yth bpk trump tolong jajah konoha dong wni udah males dijajah goverment
"@anvie Dikonoha gak perlu diserang,tinggal suap pejabat nya, tanah air laut udara bakal diserahkan cuma2..",dikonoha gak perlu diserangtinggal suap pejabat nya tanah air laut udara bakal diserahkan cuma
"@anvie CONTOH RUSSIA AJA, HANCUR NEGARA MREKA, 1/4 BUMI JUGA JAMINANNYA HANCUR WKWK",contoh russia aja hancur negara mreka bumi juga jaminannya hancur wkwk
"@anvie Untuk yang kuat, peraturan gak berlaku",untuk yang kuat peraturan gak berlaku
@anvie Amrik lewat tangan Israel berani serang Iran.,amrik lewat tangan israel berani serang iran
@anvie konoha dah lama melacurkan gunung2emas dan tanah2 suburnya ke amrik,konoha dah lama melacurkan gunungemas dan tanah suburnya ke amrik
@anvie Amerika dari dijajah menjadi Penjajah.,amerika dari dijajah menjadi penjajah
"@anvie Ditambah Seoul deket banget dari DMZ. Salah langkah sedikit aja, babay Seoul",ditambah seoul deket banget dari dmz salah langkah sedikit aja babay seoul
@anvie @grok put him in a bikini,put him in a bikini
@anvie Bukan hny dijajah tapi direbut,bukan hny dijajah tapi direbut
@anvie Dan biang penjajah adalah =  🇺🇸,dan biang penjajah adalah
@anvie sekarang masuk akal,sekarang masuk akal
@anvie camkan itu @Puspen_TNI,camkan itu
@anvie USA kan emang preman dunia,usa kan emang preman dunia
@anvie wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti,wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti
@anvie Trmasuk di indon sudah di jajah Melalui Perang tarif indonesia bertekuk lutut tanpa perlawanan LOL,trmasuk di indon sudah di jajah melalui perang tarif indonesia bertekuk lutut tanpa perlawanan lol
@anvie True,true
@anvie 🇰🇵🇰🇵🇰🇵🇰🇵😍😍😍,
"@anvie ""Who's laughing now?"" Comrade Kim",whos laughing now comrade kim
@anvie GOAT,goat
@anvie Tp krn nuklir nya negara nya jadi miskin.. di atas kertas kaya SDA tp realita nya korut miskin krn byk sanksi,tp krn nuklir nya negara nya jadi miskin di atas kertas kaya sda tp realita nya korut miskin krn byk sanksi
"@anvie Bang Kim Jong Un, tolong dong ambil wargamu satu ini, dia mengidolakanmu 😜🤡🤪😂🤣",bang kim jong un tolong dong ambil wargamu satu ini dia mengidolakanmu
@anvie @ilhampurnama887 Berpengalaman selama 75 tahun,berpengalaman selama tahun
"@anvie Kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto, alih2 penegakan hukum dari pelanggaran HAM berat oleh seorang diktator",kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto alih penegakan hukum dari pelanggaran ham berat oleh seorang diktator
@anvie Bener,bener
@anvie The real ASING DAN ANTEK2NYA 😂 itu nyata,the real asing dan anteknya itu nyata
@anvie Next indonesia,next indonesia
@dina_sulaeman 👍👍👍👏,
"@dina_sulaeman Bu, PM Israel Baby tdk pernah kirim ribuan napi kriminal dari penjara venezuella ke AS lakukan aksi teror, narkoba. Maduro itu otoriter, komunis, kriminal yg dibenci rakyatnya sendiri.",bu pm israel baby tdk pernah kirim ribuan napi kriminal dari penjara venezuella ke as lakukan aksi teror narkoba maduro itu otoriter komunis kriminal yg dibenci rakyatnya sendiri
@dina_sulaeman Ai kuwi 🤣🤣,ai kuwi
@dina_sulaeman Emang muslim tuh pada OGEB².. Video hoax pun dipercaya.. 😅😂🤣,emang muslim tuh pada ogeb video hoax pun dipercaya
@dina_sulaeman stupid question 🤤,stupid question
"@dina_sulaeman Justice..?

🦅 https://t.co/p857hqydC7",justice
"@dina_sulaeman Pertanyaanmu itu sama seperti ""kalo gereja hagia sofia saja bisa jadi masjid, kenapa tidak dengan al aqsa jadi sinagog"". Harusnya logika bodohmu itu disinkronkan dulu.",pertanyaanmu itu sama seperti kalo gereja hagia sofia saja bisa jadi masjid kenapa tidak dengan al aqsa jadi sinagog harusnya logika bodohmu itu disinkronkan dulu
"@dina_sulaeman ya silahkan ajah, kan agak ada yg melarang. masalahnya siapa yg mau dan siapa yg bisa? omon doang",ya silahkan ajah kan agak ada yg melarang masalahnya siapa yg mau dan siapa yg bisa omon doang
@dina_sulaeman Emang ada yg mampu?. 🤭 🤣,emang ada yg mampu
@dina_sulaeman Mengapa Dina memposting video hoax? Selevel akademisi kok begini banget? Memalukan dan menjijikkan. Hoi malu hoi....!!!,mengapa dina memposting video hoax selevel akademisi kok begini banget memalukan dan menjijikkan hoi malu hoi
"@dina_sulaeman Beberapa waktu lalu Netanyahu ke New York tapi tetap saja nggak ditangkap sama Si @ZohranKMamdani 

Cuma omon-omon saja memang 🤭",beberapa waktu lalu netanyahu ke new york tapi tetap saja nggak ditangkap sama si cuma omonomon saja memang
@dina_sulaeman that kolonial ally new world order for humanity abusing doctrine systerm,that kolonial ally new world order for humanity abusing doctrine systerm
"@dina_sulaeman As oprasi di Venez....

As BISA membawa isrl ke MHKMH INTRSL...

AS BUKAN UTUSAN MHKMH INTRNSL

((( premis amis )))

masih bingung
Ke kaper apa komunce https://t.co/KvVYIU2kWw",as oprasi di venez as bisa membawa isrl ke mhkmh intrsl as bukan utusan mhkmh intrnsl premis amis masih bingung ke kaper apa komunce
"@dina_sulaeman Kalau Gue Presiden , Gue kirim Pasukan Komando untuk Culik Trump &amp; Netanyahu , gue jeblosin ke kandang Singa dan Buaya .",kalau gue presiden gue kirim pasukan komando untuk culik trump amp netanyahu gue jeblosin ke kandang singa dan buaya
@dina_sulaeman Owloh lu aja ga mampu melindungi umatnya dari Israel… udah ga usah ngimpi kelamaan 🤣,owloh lu aja ga mampu melindungi umatnya dari israel udah ga usah ngimpi kelamaan
@dina_sulaeman So much hate for israel 🤣 https://t.co/zXIIvzR1wq,so much hate for israel
@dina_sulaeman fans hamas pada ngamuk🤣🤣🤣🤣 https://t.co/5aV4sNXKU7,fans hamas pada ngamuk
@kozirama mulyono yg tolol aja menlu nya gacor. lah ini dapetnya apaan kocak 😭😭😭,mulyono yg tolol aja menlu nya gacor lah ini dapetnya apaan kocak
@kozirama Lihat aja nasib para diplomatnya,lihat aja nasib para diplomatnya
@kozirama Kayanya adminnya malu sendiri mau ngepost ini,kayanya adminnya malu sendiri mau ngepost ini
@kozirama Kemenlu rasa pak Camat.. Ya baru ini,kemenlu rasa pak camat ya baru ini
"@kozirama malah kepikiran jadi pns gonta ganto boss rasanya ape ye, mana gantinya kaga pake standard kompentensi",malah kepikiran jadi pns gonta ganto boss rasanya ape ye mana gantinya kaga pake standard kompentensi
"@kozirama Ga berpengalaman, ga kerja bener",ga berpengalaman ga kerja bener
@kozirama Cerminan penerintah/kabinet RI saat ini. KUCEL.,cerminan penerintahkabinet ri saat ini kucel
"@kozirama Dan biasanya diplomat kemlu tuh orang orang elit profesional 

Skrg malah dipaksa kerja dibawah politisi",dan biasanya diplomat kemlu tuh orang orang elit profesional skrg malah dipaksa kerja dibawah politisi
@kozirama Diplomatnya berasa dikencingin dimuka,diplomatnya berasa dikencingin dimuka
@kozirama apa yg diharapkan dari politisi hasil groomingan prabsky.,apa yg diharapkan dari politisi hasil groomingan prabsky
@kozirama Wkwkwkwk...welcome to the club 😌🙏🏻,wkwkwkwkwelcome to the club
@kozirama Katanya Kementerian Halu,katanya kementerian halu
@kozirama *udah ga elit lg kemlu 😂,udah ga elit lg kemlu
@kozirama Good luck temen2 terbaik,good luck temen terbaik
@kozirama Keliatan bego memang,keliatan bego memang
@kozirama kinerjanya??? KOSONG!!!!!!,kinerjanya kosong
@kozirama Kakek sugiono,kakek sugiono
@kozirama 🙂,
@kozirama Tukang cebok bossnya..  Balas budi...,tukang cebok bossnya balas budi
@kozirama Gada auranya,gada auranya
@kozirama 😥,
"@kozirama Sama aja, di seluruh dunia jg gitu. Bagusin kemen LN butuh biaya gede....fokus ke dalam negri aja....",sama aja di seluruh dunia jg gitu bagusin kemen ln butuh biaya gedefokus ke dalam negri aja
@kozirama Bro child,bro child
@kozirama Kakek sugiono?,kakek sugiono
@kozirama Bocil dikasih jabatan,bocil dikasih jabatan
@kozirama Kinerja Kemlu yang sekarang justru lbh bagus drpd sebelumnya.,kinerja kemlu yang sekarang justru lbh bagus drpd sebelumnya
"@kozirama Retno mmg buat apa selama 1 dekade jd Menlu? 

Henley index pasport? Neraca dagang positif? Ban lIfting? Open skies? 

Diplomat klasik yg bergaya Nuncio macam Retno ga akn ksh breakthrough

Dibawah Sugiono @Menlu_RI, ID masuk BRICS , main2 kaki cakep diantara US &amp; RU, poros China",retno mmg buat apa selama dekade jd menlu henley index pasport neraca dagang positif ban lifting open skies diplomat klasik yg bergaya nuncio macam retno ga akn ksh breakthrough dibawah sugiono id masuk brics main kaki cakep diantara us amp ru poros china
@kozirama Aslina demot,aslina demot
@kozirama He he he,he he he
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya heran kok Pak Dino masih heran?,saya heran kok pak dino masih heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Model begini Indonesia mau jadi ketua Dewan HAM PBB Makan tuh hamburger,model begini indonesia mau jadi ketua dewan ham pbb makan tuh hamburger
@dinopattidjalal @Kemlu_RI @Menlu_RI Model begini Indonesia mau jadi ketua Dewan HAM PBB Makan tuh hamburger,model begini indonesia mau jadi ketua dewan ham pbb makan tuh hamburger
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya pikir sudah rahasia umum bahwa pemerintah Indonesia memang beraninya sama rakyatnya sendiri.,saya pikir sudah rahasia umum bahwa pemerintah indonesia memang beraninya sama rakyatnya sendiri
@dinopattidjalal @Kemlu_RI @Menlu_RI Setelah kita punya Bu Retno Pak Marty Pak Hassan Pak Alwi Pak Ali sekarang malah punya Menlu sekelas pesuruh partai...,setelah kita punya bu retno pak marty pak hassan pak alwi pak ali sekarang malah punya menlu sekelas pesuruh partai
@dinopattidjalal @Kemlu_RI @Menlu_RI Sikat aja Pak Dino Telanjangi dan kuliti semua inkompetensi kebijakan luar negeri memalukan Pak Prabowo dan anak titipan nya ini si Sugiono https://t.co/q9ZB21R5DX,sikat aja pak dino telanjangi dan kuliti semua inkompetensi kebijakan luar negeri memalukan pak prabowo dan anak titipan nya ini si sugiono
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah perasaan pak menlu sugiono udah bersuara deh kemaren. https://t.co/yBBYQAEzWn,lah perasaan pak menlu sugiono udah bersuara deh kemaren
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,jangan pak blum tahu berita ttg penangkapan presiden maduro oleh usa ini ya soalnya kok saya blum dengar bliau berkomentar soal ini
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,jangan pak blum tahu berita ttg penangkapan presiden maduro oleh usa ini ya soalnya kok saya blum dengar bliau berkomentar soal ini
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg anda harapkan dari pemerintah yg sudah memberikan 0% pajak dan memberikan akses penuh terhadap kekayaan mineral tembaga Indonesia kpd Trump ? https://t.co/jgGi8VFk7F,apa yg anda harapkan dari pemerintah yg sudah memberikan pajak dan memberikan akses penuh terhadap kekayaan mineral tembaga indonesia kpd trump
@dinopattidjalal @Kemlu_RI @Menlu_RI Kami juga se Kecamatan heran..! https://t.co/4uXKVQUHBM,kami juga se kecamatan heran
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Hpnya di-setting mode kids jadi yang keluar cuma pororo,hpnya disetting mode kids jadi yang keluar cuma pororo
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/4s2WbQp8ty,
@dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Mau bersuara keras pada Amerika? Mau berharap apa dari presiden dgn mental spt ini? https://t.co/cPjEnIeihb,mau bersuara keras pada amerika mau berharap apa dari presiden dgn mental spt ini
@dinopattidjalal @Kemlu_RI @Menlu_RI Sama perang tarif aja pemerintah Kita takut pak apalagi sampai berani keras seperti Maduro ke AS; mana mungkin.,sama perang tarif aja pemerintah kita takut pak apalagi sampai berani keras seperti maduro ke as mana mungkin
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu lagi ngurusin Pilkada.. mungkin nanti Menteri pertanian yg bakal menyampaikan sikap Indonesia soal serangan USA ke Venezuela,pak menlu lagi ngurusin pilkada mungkin nanti menteri pertanian yg bakal menyampaikan sikap indonesia soal serangan usa ke venezuela
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI pak saya sebagai warga sipil dan ga pernah mencelupkan diri ke dunia pemerintahan jujur nyerah sih pak. kayak capek selahirbatinduniaakhirat sama pejabat2 indonesia sekarang. udah di titik malas kritik. cuman bisa retweet dan share yang urgent aja.,pak saya sebagai warga sipil dan ga pernah mencelupkan diri ke dunia pemerintahan jujur nyerah sih pak kayak capek selahirbatinduniaakhirat sama pejabat indonesia sekarang udah di titik malas kritik cuman bisa retweet dan share yang urgent aja
@dinopattidjalal @Kemlu_RI @Menlu_RI Presidennya si pangkatnya jendral kalau pidato uuhhh sangat berapi-api kalau soal antek asing sambil gebrak-gebrak meja. Ga taunya ga lebih kaya ayam sayur.,presidennya si pangkatnya jendral kalau pidato uuhhh sangat berapiapi kalau soal antek asing sambil gebrakgebrak meja ga taunya ga lebih kaya ayam sayur
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu ri saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu ri saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Masih tahun 2021 di kalender beliau,masih tahun di kalender beliau
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Kami tidak heran pada kebijakan menlu yg mengherankan karena memang tak perlu diherankan lagi. Keheranan hanya ada pada dipilihnya dia sebagai menlu terheran di negeri penuh pengheranan https://t.co/Pvh5CRw177,kami tidak heran pada kebijakan menlu yg mengherankan karena memang tak perlu diherankan lagi keheranan hanya ada pada dipilihnya dia sebagai menlu terheran di negeri penuh pengheranan
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena beliau memahami bahwa kalau tidak mampu dan menguasai suatu bidang lebih baik diam pak ,karena beliau memahami bahwa kalau tidak mampu dan menguasai suatu bidang lebih baik diam pak
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Dikomen gini sama dubes... malu sih gue,dikomen gini sama dubes malu sih gue
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Ajaib Menlu kok bahas Pilkada bukannya itu bagiannya Mendagri??,ajaib menlu kok bahas pilkada bukannya itu bagiannya mendagri
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu RI sedang sibuk akomodir pilkada oleh DPRD Jangan diganggu pak.,menlu ri sedang sibuk akomodir pilkada oleh dprd jangan diganggu pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau pak Menlu Sugiono slow response kalau masalah begini Kalau wacana presiden dipilih langsung oleh DPR baru beliau memberikan tanggapan ,kalau pak menlu sugiono slow response kalau masalah begini kalau wacana presiden dipilih langsung oleh dpr baru beliau memberikan tanggapan
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Jauh kalah gercep ma PM malaysia yg sat set,jauh kalah gercep ma pm malaysia yg sat set
@DrRizalSukma @fernandesu00 @dinopattidjalal @Kemlu_RI @Menlu_RI Ini eranya heran. Sebelumnya era kaget.,ini eranya heran sebelumnya era kaget
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu fokus mendukung Pilkada dipilih langsung oleh DPRD,pak menlu fokus mendukung pilkada dipilih langsung oleh dprd
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Heran masih minyak aja jadi penyebabnya Tweet https://t.co/XbHrZEP8rF,heran masih minyak aja jadi penyebabnya tweet
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nanti tidak dibagi kue https://t.co/eSsg3LWxYc,takut nanti tidak dibagi kue
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar pak sebentar lagi ada pidato presiden kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing saya siap berkorban siap mati untuk rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar pak sebentar lagi ada pidato presiden kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing saya siap berkorban siap mati untuk rakyat
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Intinya mbg solusinya,intinya mbg solusinya
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak kualitas orang di kemenhan saja diragukan dengan masuknya artis sebagai bagian dari mereka. Kebayangkan integritas mereka spt apa. Yakin mereka bisa melindungi negara dan menjaga rahasia negara? Makanya Kemenlu ga mau ambil resiko.,pak kualitas orang di kemenhan saja diragukan dengan masuknya artis sebagai bagian dari mereka kebayangkan integritas mereka spt apa yakin mereka bisa melindungi negara dan menjaga rahasia negara makanya kemenlu ga mau ambil resiko
@dinopattidjalal @AnisSholehB @Kemlu_RI @Menlu_RI Tuan Anwar Ibrahim dan Malaysia lebih berani lebih berwibawa dan terhormat mungkin Malaysia justru yang bangsa yang besar,tuan anwar ibrahim dan malaysia lebih berani lebih berwibawa dan terhormat mungkin malaysia justru yang bangsa yang besar
@dinopattidjalal @Kemlu_RI @Menlu_RI Maaf pak beliau kerjaan utamanya Sekjen Partai Menlu mah kerjaan sampingan masih berharap?,maaf pak beliau kerjaan utamanya sekjen partai menlu mah kerjaan sampingan masih berharap
@himawansugeha95 @dinopattidjalal @Kemlu_RI @Menlu_RI Beda banget sih Pak https://t.co/Y3eV7vCLpA,beda banget sih pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangankan ambil sikap kpd admin dunia pak. Ambil sikap kpd admin Asia yg ingin mengklaim Natuna aja gak bisa. Terbukti pengiriman T-50i dari Korsel tertunda krn pemerintah ingin pespur tersebut transit dulu ke admin Asia. Padahal admin Asia gak mempermasalahkan transit ke Taiwan,jangankan ambil sikap kpd admin dunia pak ambil sikap kpd admin asia yg ingin mengklaim natuna aja gak bisa terbukti pengiriman ti dari korsel tertunda krn pemerintah ingin pespur tersebut transit dulu ke admin asia padahal admin asia gak mempermasalahkan transit ke taiwan
@dinopattidjalal @Kemlu_RI @Menlu_RI Anak idiologis biji peler satu,anak idiologis biji peler satu
@dinopattidjalal @Kemlu_RI @Menlu_RI Karna Indonesia udh jual diri https://t.co/NUk41ZhzZk,karna indonesia udh jual diri
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI para mantan dubes terheran heran ,para mantan dubes terheran heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Ketika rakyat Gaza dibantai zionist apakah ada pernyataan mengutuk dari pemerintahan Indonesia? Pemerintahan kucing ompong,ketika rakyat gaza dibantai zionist apakah ada pernyataan mengutuk dari pemerintahan indonesia pemerintahan kucing ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI menlu malah tugasnya blusukan ke daerah ngurusin pengungsi bencana badan &amp; kementerian kabinet badut emang ga tau mana tugas dan kewajibannya masing2. mending turu.,menlu malah tugasnya blusukan ke daerah ngurusin pengungsi bencana badan amp kementerian kabinet badut emang ga tau mana tugas dan kewajibannya masing mending turu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo emng di kalender beliau msih covid soal ny msih 2021,emng di kalender beliau msih covid soal ny msih
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI PBB bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb,pbb bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb
@dinopattidjalal @Kemlu_RI @Menlu_RI Setuju 1000% pak Dino Sepertinya pemimpin2 di negara ini sekarang penakut...padahal jika puhak asing manapun mengusik Indonesia..bisa dipastikan 1000% rakyat ikut turun berperang...kita semua punya genetika keberanian melawan yang menindas...siapapun itu.,setuju pak dino sepertinya pemimpin di negara ini sekarang penakutpadahal jika puhak asing manapun mengusik indonesiabisa dipastikan rakyat ikut turun berperangkita semua punya genetika keberanian melawan yang menindassiapapun itu
@HirooAPG @dinopattidjalal @Kemlu_RI @Menlu_RI Exacly,exacly
@ubedasy @dinopattidjalal @Kemlu_RI @Menlu_RI Nothing,nothing
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang bisa diharapkan dari orang ini sbg MenLu!?,apa yang bisa diharapkan dari orang ini sbg menlu
